Applied Loan Amount,Applied Loan Tenor,Age,Monthly Housing/Rental,Monthly Income,Office (Area),Indicators,Loan Purpose_Personal use,Loan Purpose_Tax Payment,Loan Purpose_Settle Loan / Credit Card O/S,Loan Purpose_Stand by,Loan Purpose_Decoration,Loan Purpose_Investment,Loan Purpose_Car Purchase,Loan Purpose_Business,Loan Purpose_Marriage,Loan Purpose_Education,Gender_M,Marital Status_num,Education Level_num,Residential Status_Live With Relatives,Residential Status_Rental,Residential Status_Mortgaged Private Housing,Residential Status_Self-owned Private Housing,Residential Status_Self-owned Public Housing,Residential Status_Company Provision,Residential Status_Mortgaged Public Housing,Employment Type_Fixed Income Earner,Employment Type_Civil Servant,Employment Type_Non Fixed Income Earner,Employment Type_Self-Employed,Nature of Business_Manager,Nature of Business_Office Worker,Nature of Business_Services,Nature of Business_Executive,Nature of Business_Owner of a Business,Nature of Business_Sales,Nature of Business_Professional,Nature of Business_Skilled Worker,Nature of Business_Driver,Nature of Business_Guard,Nature of Business_Unskilled Worker,Nature of Business_Factory Worker,Nature of Business_Construction Trades,Job Position_Private,Job Position_Government/Semi-Government,Job Position_Self Employed,Job Position_Public
50000,12,59.301,0.0,13640.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,6,23.003,0.0,9586.45,2.0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20000,60,35.668,4700.0,26000.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
150000,12,51.534,0.0,53456.67,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,12,34.504,0.0,32500.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10000,12,29.375,0.0,21157.45,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,24,67.658,0.0,50000.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
210000,12,45.616,0.0,19236.93,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
48000,24,45.137,0.0,46259.5,3.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
200000,60,40.545,0.0,8990.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,12,24.668,0.0,15000.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
120000,12,37.696,0.0,41070.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130000,48,29.69,0.0,7600.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500000,24,58.433,8000.0,73200.01,2.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,24,30.671,0.0,11300.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000,24,43.641,5500.0,6865.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10000,6,57.433,0.0,8469.1,1.0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
100000,12,56.468,3000.0,46025.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100000,48,52.844,0.0,10762.81,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24000,12,43.03,0.0,17000.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30000,12,29.395,0.0,22050.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
400000,60,39.222,0.0,34500.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20000,12,50.816,0.0,8339.1,1.0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100000,60,41.318,0.0,20000.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
500000,12,53.663,0.0,54265.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100000,60,26.104,770.0,10000.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,36,30.329,0.0,8265.0,3.0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36000,12,55.652,0.0,25842.9,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100000,36,67.0,1100.0,11473.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000,18,26.055,0.0,13809.2,3.0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40000,12,52.573,0.0,16910.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,24,68.288,1908.0,6967.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,24,43.805,0.0,14725.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70000,24,45.096,3250.0,16055.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,24,39.123,0.0,17000.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30000,24,35.345,4000.0,15200.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000,24,38.104,2000.0,7336.67,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
100000,60,24.466,0.0,15000.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180000,12,36.797,0.0,35720.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148000,36,50.334,0.0,24666.75,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,12,55.375,0.0,30000.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150000,24,47.233,0.0,54000.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10000,6,24.644,0.0,13300.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
50000,6,29.627,0.0,31800.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30000,24,54.866,0.0,19500.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
300000,12,47.485,0.0,55000.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150000,48,38.263,0.0,25839.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100000,36,54.126,0.0,8845.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,24,32.466,0.0,15010.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,12,24.351,0.0,21782.33,1.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60000,12,48.049,4900.0,22773.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,36,40.066,0.0,30950.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
423000,12,57.742,0.0,26142.66,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50000,36,57.033,0.0,20000.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,36,62.238,0.0,10440.5,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,12,38.184,15000.0,45000.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,24,54.356,2000.0,21660.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300000,12,43.408,5100.0,74000.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80000,18,24.26,0.0,14000.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,48,46.852,0.0,7500.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10000,12,42.715,0.0,15000.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
100000,24,50.071,0.0,12000.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30000,36,54.71,0.0,15302.5,1.0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,12,47.841,13000.0,65000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
400000,12,34.351,13500.0,39135.25,3.0,1,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80000,60,45.118,2500.0,25000.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10000,6,64.652,0.0,9214.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,12,36.008,0.0,44106.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
571000,12,29.129,0.0,47840.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200000,48,39.4,0.0,26750.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200000,60,38.258,0.0,37500.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30000,24,43.805,5900.0,15580.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70000,18,27.405,0.0,20000.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
80000,18,53.501,0.0,13000.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000,12,51.575,0.0,20150.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,12,54.915,0.0,16162.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
100000,12,47.353,5640.0,47500.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,24,28.973,0.0,13000.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100000,12,51.258,0.0,36000.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,12,24.249,0.0,13500.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
270000,24,56.808,0.0,54000.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000,12,54.562,2000.0,15603.75,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160000,48,34.005,0.0,20058.3,2.0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,12,43.578,0.0,75710.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,36,46.614,1500.0,19285.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,12,44.888,0.0,43887.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120000,36,44.148,0.0,13240.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
70000,6,29.241,8000.0,40038.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25000,24,55.551,0.0,17000.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
750000,60,44.723,0.0,41360.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,12,54.236,3709.0,30615.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50000,12,56.879,0.0,19073.45,2.0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100000,60,21.685,6000.0,14000.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
400000,36,57.792,0.0,40000.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35000,36,36.395,0.0,12825.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45000,24,45.841,2100.0,29259.42,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
580000,24,40.236,0.0,47795.33,2.0,1,1,0,0,0,0,0,0,0,0,0,1,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
350000,60,49.562,5000.0,60000.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
150000,36,46.375,7200.0,18535.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60000,36,44.195,1000.0,24491.17,2.0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
300000,12,46.405,10000.0,62000.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50000,12,39.063,0.0,12000.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10000,6,40.57,0.0,39135.25,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40000,24,63.855,0.0,12270.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110000,60,62.701,0.0,11000.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100000,12,41.186,0.0,25965.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,12,29.707,0.0,30000.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120000,12,33.332,9000.0,20000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1000000,12,37.09,0.0,111765.06,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
200000,12,41.816,9800.0,58000.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,12,29.885,0.0,23460.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
100000,24,44.258,0.0,17100.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
306000,12,44.268,0.0,31500.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500000,12,38.419,0.0,72257.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15000,12,40.578,3000.0,15983.75,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76000,24,57.816,1500.0,13457.73,1.0,1,0,1,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
300000,24,45.307,0.0,43688.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,72,44.715,991.0,5386.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000,12,41.315,4200.0,51000.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12000,24,53.214,0.0,9196.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20000,18,54.052,1350.0,12350.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,48,59.586,0.0,16608.61,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
100000,12,27.414,0.0,17100.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120000,60,50.222,1000.0,17000.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60000,48,44.893,0.0,28750.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
600000,12,46.279,16547.0,105926.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
